INFO:root:The followings are train results:
INFO:root:Epoch: 0
INFO:root:Epoch: 0 | update_interval: 0.30584354400634767 s | rate: 2.5784499645233154 | distortion(mse): 0.15981020033359528 | rd_loss: 43.48986053466797
INFO:root:Epoch: 0 | update_interval: 0.19552185535430908 s | rate: 1.9715923070907593 | distortion(mse): 0.11001916974782944 | rd_loss: 30.136503219604492
INFO:root:Epoch: 0 | update_interval: 0.15886850357055665 s | rate: 1.6426440477371216 | distortion(mse): 0.08714351803064346 | rd_loss: 23.951387405395508
INFO:root:Epoch: 0 | update_interval: 0.1411217212677002 s | rate: 1.3962137699127197 | distortion(mse): 0.07371219247579575 | rd_loss: 20.266536712646484
INFO:root:Epoch: 0 | update_interval: 0.1299910545349121 s | rate: 1.2478439807891846 | distortion(mse): 0.06448909640312195 | rd_loss: 17.757051467895508
INFO:root:Epoch: 0 | update_interval: 0.12226868470509847 s | rate: 1.153080701828003 | distortion(mse): 0.05889906734228134 | rd_loss: 16.23124122619629
INFO:root:Epoch: 0 | update_interval: 0.11739066668919154 s | rate: 1.0774695873260498 | distortion(mse): 0.05424726754426956 | rd_loss: 14.964768409729004
INFO:root:Epoch: 0 | update_interval: 0.11336367726325988 s | rate: 1.0185856819152832 | distortion(mse): 0.050764020532369614 | rd_loss: 14.014174461364746
INFO:root:Epoch: 0 | update_interval: 0.11014124552408854 s | rate: 0.9676639437675476 | distortion(mse): 0.047626469284296036 | rd_loss: 13.160040855407715
INFO:root:Epoch: 0 | update_interval: 0.1079016637802124 s | rate: 0.9252117872238159 | distortion(mse): 0.0448923297226429 | rd_loss: 12.417647361755371
INFO:root:Epoch: 0 | update_interval: 0.10572915944186125 s | rate: 0.8929829001426697 | distortion(mse): 0.042761191725730896 | rd_loss: 11.83984661102295
INFO:root:Epoch: 0 | update_interval: 0.10421862999598185 s | rate: 0.8640450239181519 | distortion(mse): 0.0409003384411335 | rd_loss: 11.33453369140625
